,visit_id,completed_process,group
2249,187645935_12174960805_981346,1,Control
2250,187668139_45850054208_90311,1,Control
2251,187721460_15728868741_746201,0,Control
2252,187779688_89891756656_3074,0,Control
2253,18784076_80433959551_904591,1,Control
2254,187882977_87321497271_708594,0,Control
2255,187892737_72915596959_464101,0,Control
2256,187909093_81798487079_775614,0,Control
2257,187928177_74760034693_225502,1,Control
2258,187963429_85972058975_62518,1,Control
2259,188026256_79503251283_134389,0,Control
2260,188122910_56822413567_353997,1,Control
2261,188142363_94884837487_967371,1,Control
2262,188152660_90386212987_772182,0,Control
2263,188177304_290297627_860851,1,Control
2264,188185424_2779906947_910192,0,Control
2265,188203454_61120057227_996376,1,Control
2266,188230776_8948929833_80629,0,Control
2267,188317972_63004402350_419647,1,Control
2268,188336646_92355507332_528304,0,Control
2269,188340205_91187906966_628224,0,Control
2270,188422206_94062877888_330105,0,Control
2271,188433531_61275931025_623880,1,Control
2272,188551018_94071395478_105986,1,Control
2273,188569888_74231573959_12015,1,Control
2274,188609128_61040434172_266554,1,Control
2275,188610911_14189470258_671132,0,Control
2276,188679176_8341748571_519083,1,Control
2277,188689118_6712675298_134021,1,Control
2278,188749222_74577790354_692915,0,Control
2279,188783507_30582016850_63547,0,Control
2280,18878962_75746266873_251065,1,Control
2281,18878967_58362140802_768890,0,Control
2282,188838868_56868838924_115781,0,Control
2283,188858945_73517817635_478651,1,Control
2284,188898196_99739949818_95418,0,Control
2285,188905653_87412745023_98871,0,Control
2286,188906075_20847523076_899541,1,Control
2287,18892205_96075459235_883420,0,Control
2288,188927411_43161988318_106487,0,Control
2289,188983744_64875752914_168361,1,Control
2290,189052432_29837801643_969083,1,Control
2291,189099236_29522611114_981010,1,Control
2292,189102948_35023988273_989423,0,Control
2293,189134333_73949079101_103159,1,Control
2294,189136970_51530110068_937228,0,Control
2295,18913827_85014866503_1469,1,Control
2296,189139078_66740520861_787653,1,Control
2297,189158651_94577825269_291276,0,Control
2298,189177304_69869411700_783154,1,Control
2299,189191253_71725497698_50373,0,Control
2300,189196635_47640426968_931088,0,Control
2301,189201489_33441119515_77541,0,Control
2302,189209371_99999095918_596575,0,Control
2303,189238193_25311833278_345409,0,Control
2304,189262173_8781367592_457340,1,Control
2305,18930571_77705063588_7129,1,Control
2306,189380696_81040626481_277832,1,Control
2307,189388204_20252307498_840525,0,Control
2308,189388341_9010040481_808162,1,Control
2309,189430886_68983917743_878647,1,Control
2310,189454394_86258798447_245970,0,Control
2311,189479414_49387988611_283709,0,Control
2312,189572970_63865413261_387530,0,Control
2313,189598666_25714713570_943856,0,Control
2314,189606681_9608166772_833426,1,Control
2315,189613542_57953678803_714477,1,Control
2316,189656837_21893836233_603908,0,Control
2317,189817666_89526280165_365256,0,Control
2318,190013403_90129128124_422070,1,Control
2319,190016318_17390990852_171220,0,Control
2320,190019034_21854856689_241948,0,Control
2321,190024518_82675211293_962903,1,Control
2322,190025519_86978583982_207260,1,Control
2323,190044979_24335062618_822583,0,Control
2324,190070527_74721098111_652737,0,Control
2325,190081774_97464620181_882725,0,Control
2326,190112966_82634322899_661410,1,Control
2327,190132873_47781441934_680585,1,Control
2328,190134789_56701049611_160934,1,Control
2329,190149662_27133383620_358248,1,Control
2330,190157325_61127274051_663092,1,Control
2331,190165536_37079734588_593386,0,Control
2332,190185535_99372557874_809913,1,Control
2333,190214071_66174343229_718933,1,Control
2334,190276684_77703876934_79052,0,Control
2335,190279094_61881503786_827894,0,Control
2336,190380929_12285345061_950015,1,Control
2337,190488969_40220049982_329798,0,Control
2338,190514612_5134577256_702262,1,Control
2339,190541926_52533207686_496497,1,Control
2340,190616965_87922633466_573221,1,Control
2341,190652539_47820449478_135208,0,Control
2342,190658324_55188880153_969312,1,Control
2343,190677968_19944780683_981507,0,Control
2344,190683835_88031803691_622620,0,Control
2345,190737648_26032054997_115658,1,Control
2346,190910149_31228680755_202760,0,Control
2347,190912002_46007546553_309457,0,Control
2348,190986807_10650236911_747733,0,Control
2349,19107905_50750226434_271086,0,Control
2350,191171471_1345645812_537408,0,Control
2351,191187753_98580716574_527044,1,Control
2352,191196812_6002428806_485441,1,Control
2353,191211634_73468362159_947104,0,Control
2354,19126795_58404560485_455293,1,Control
2355,191284763_78988867561_258735,0,Control
2356,191404088_55877007387_430127,0,Control
2357,191432754_77865094131_810992,0,Control
2358,191495389_88743051474_606850,0,Control
2359,191508818_77551478139_172674,0,Control
2360,19153537_38231874936_30460,1,Control
2361,191560786_32806130608_223832,1,Control
2362,191602070_3092375246_918456,1,Control
2363,191612797_3906032370_442233,0,Control
2364,191645372_63106595066_866562,1,Control
2365,191662088_88189740393_293888,1,Control
2366,191671541_56061067380_554344,0,Control
2367,191674221_59222144349_447923,0,Control
2368,191714124_66797164435_191101,0,Control
2369,191825117_63022204971_535231,0,Control
2370,191871766_85800578949_513053,1,Control
2371,191902854_92875033843_49722,1,Control
2372,191903815_34193144106_887332,1,Control
2373,191962021_21069954858_905529,1,Control
2374,191965841_87663313957_793382,0,Control
2375,191999117_5944956017_348114,1,Control
2376,192021253_57766751179_951765,1,Control
2377,192054253_77472158008_152789,0,Control
2378,192066799_98513110754_13919,1,Control
2379,192122454_13825058827_683551,0,Control
2380,192124130_71838688118_925907,0,Control
2381,192135651_88898519389_891629,0,Control
2382,192215806_53044675563_482220,1,Control
2383,192227525_36311622400_304954,0,Control
2384,19225128_943257698_843160,0,Control
2385,192252030_97654018200_502473,0,Control
2386,192259700_1871145110_557659,0,Control
2387,192300604_4447342415_1226,0,Control
2388,1923264_83206990996_561948,0,Control
2389,192466634_90312699929_432006,1,Control
2390,192471198_47856101604_115066,1,Control
2391,192521648_42094596874_591988,1,Control
2392,192565667_65828871441_110628,0,Control
2393,192604721_14077630095_819213,1,Control
2394,192606863_88821285318_735169,0,Control
2395,192675101_87973411318_699544,0,Control
2396,192750610_27282600026_262378,1,Control
2397,192755426_86805674_604379,0,Control
2398,192774475_35664079278_94764,1,Control
2399,192826456_30040874737_252255,1,Control
2400,192829474_65168119361_414443,1,Control
2401,192888809_17492752764_11438,1,Control
2402,192895535_92441914835_423556,0,Control
2403,192906145_87849762244_699890,0,Control
2404,19295919_21699950562_643142,1,Control
2405,192973008_27170385819_142134,1,Control
2406,192994674_35182834367_430728,1,Control
2407,193008628_14559930446_762288,1,Control
2408,193026928_19263420373_955461,0,Control
2409,193033879_60081901537_406937,1,Control
2410,193051099_27203058364_390971,1,Control
2411,1930680_28684243971_564812,1,Control
2412,193088680_61345470882_277595,1,Control
2413,193118932_10254736936_367616,0,Control
2414,193130001_98550881259_104994,0,Control
2415,193136463_98871558470_110941,1,Control
2416,193174127_97688928036_445346,1,Control
2417,193189281_5316131441_110956,0,Control
2418,193214569_55237443577_759342,0,Control
2419,193227412_80196926630_479768,0,Control
2420,193244341_817974630_79598,1,Control
2421,19325242_49276988341_790955,1,Control
2422,193338901_68943527904_599609,1,Control
2423,193412566_66913454697_829850,0,Control
2424,193429367_57321983536_99098,0,Control
2425,193437158_98167870230_990798,1,Control
2426,193449705_72900914716_632978,0,Control
2427,193475184_47241294073_678330,0,Control
2428,193478879_29985451406_539348,1,Control
2429,193492621_28110191429_6254,1,Control
2430,193535118_49589036719_823602,1,Control
2431,193566452_87511658834_647856,1,Control
2432,193587682_16676399993_220261,1,Control
2433,193635757_25115565292_519295,0,Control
2434,19363601_39217261835_757615,0,Control
2435,193775637_79112741288_999034,0,Control
2436,193892177_14959930154_348941,0,Control
2437,193893655_35051148144_174499,0,Control
2438,193936335_58068525759_797994,1,Control
2439,194006306_77455866514_599394,1,Control
2440,194048387_73186665643_706137,1,Control
2441,194069505_48678250353_217652,1,Control
2442,194085411_67986375780_517029,1,Control
2443,194097157_32168467144_104178,0,Control
2444,194128850_39964811797_629724,0,Control
2445,194186534_77485636895_816309,0,Control
2446,194188552_12811382749_977999,1,Control
2447,19423809_37320716741_993767,0,Control
2448,19425313_16637538286_353224,0,Control
2449,194254960_37909243846_920383,1,Control
2450,194300430_83115718401_219413,1,Control
2451,194303133_74539671186_698002,0,Control
2452,194437907_8202226848_458198,0,Control
2453,194466604_47405400715_588503,1,Control
2454,194471241_93096980194_578527,0,Control
2455,194497287_77309625637_137819,1,Control
2456,194521271_30969044756_306407,0,Control
2457,194528960_81645908276_32749,1,Control
2458,194661743_56273896435_171459,1,Control
2459,194663108_13194542905_264256,1,Control
2460,194701508_35436580634_831955,0,Control
2461,194747168_58626993878_357848,1,Control
2462,194769529_17630597445_501427,1,Control
2463,1948061_55561452226_281335,0,Control
2464,194889600_32946109506_700488,1,Control
2465,194898055_60440551392_874199,0,Control
2466,194903364_75794625079_44012,0,Control
2467,194972189_76882368612_182418,1,Control
2468,194981895_20889357854_524297,1,Control
2469,194988260_74189022594_946837,1,Control
2470,194989145_81747170975_49768,0,Control
2471,194998204_74599762745_2813,1,Control
2472,195016454_58197033733_90624,1,Control
2473,195021742_90222039426_671240,0,Control
2474,195035425_30192307706_190337,0,Control
2475,195084308_92666495054_173264,1,Control
2476,195084678_83131206887_630016,0,Control
2477,195101519_99885897681_720102,0,Control
2478,195175846_25147092633_357763,0,Control
2479,195177697_56380182091_655531,0,Control
2480,1951903_473789819_548294,0,Control
2481,195262185_58757284642_123153,1,Control
2482,195311651_80202778228_395876,0,Control
2483,195334015_78511729359_306514,0,Control
2484,195379029_94291152744_485823,1,Control
2485,195412350_64298717611_365730,1,Control
2486,195421889_30654619648_165262,1,Control
2487,195451819_36583847491_836209,0,Control
2488,195454861_76972833804_211827,1,Control
2489,195468202_45255911409_218887,0,Control
2490,195520155_15170464496_72379,1,Control
2491,195651142_73741080432_486091,0,Control
2492,195754319_69315129072_151799,1,Control
2493,195789042_93720998026_51218,0,Control
2494,195863949_34120135233_103541,1,Control
2495,195912172_62168498253_774629,1,Control
2496,196014133_11925132141_961675,1,Control
2497,196026336_70390956078_144153,0,Control
2498,196154380_44040113906_672007,1,Control
2499,196170381_65121150148_90847,1,Control
2500,196211292_34988305905_19188,1,Control
2501,196215929_5906276243_528542,0,Control
2502,196230305_17887800947_324664,0,Control
2503,196269127_64445550155_903131,1,Control
2504,196361157_50516851172_528157,1,Control
2505,196395374_48890379653_370194,0,Control
2506,196413874_7352190337_399734,0,Control
2507,196446343_42654908958_718190,1,Control
2508,196459438_7993665835_906872,1,Control
2509,196480486_2691029150_927769,0,Control
2510,196614906_76567506902_76750,0,Control
2511,196631640_57252442415_429097,0,Control
2512,196642475_66536081431_138993,1,Control
2513,196656524_36503553930_70550,1,Control
2514,196677513_52657733363_345676,1,Control
2515,196722582_41509329307_514315,0,Control
2516,196797141_24327953488_945612,1,Control
2517,196820816_80116145205_456967,0,Control
2518,196829956_78389432235_899482,1,Control
2519,196865961_35775905392_423249,0,Control
2520,196874465_80828375667_346663,0,Control
2521,196931242_66656012934_447652,0,Control
2522,196932367_26637421469_232959,1,Control
2523,197174885_55526766389_10842,1,Control
2524,197179902_4499914595_463758,0,Control
2525,19722119_98991886433_978140,0,Control
2526,197230284_88217925307_801077,0,Control
2527,197283732_77233279671_990822,0,Control
2528,19731858_36217026433_923958,1,Control
2529,197358972_39394687098_486395,1,Control
2530,197377509_19703779943_732573,0,Control
2531,197431192_69207883490_419878,1,Control
2532,197456523_37721430196_663675,0,Control
2533,197580898_19263604135_935583,1,Control
2534,197586781_33993555068_900397,0,Control
2535,197603817_79533357703_471038,0,Control
2536,197642150_72533526685_165296,0,Control
2537,197715799_72731857244_148238,1,Control
2538,197725929_60457521989_469058,1,Control
2539,19784037_56096724132_762410,1,Control
2540,197874498_48967970840_909809,1,Control
2541,197893051_2839634794_261192,0,Control
2542,197894416_27325590356_994144,0,Control
2543,197899077_89401100428_281871,1,Control
2544,197927626_31717214894_719052,1,Control
2545,197945746_14386000220_954049,0,Control
2546,197965418_22251100254_125580,0,Control
2547,198036157_16717098623_480748,0,Control
2548,19807077_59193136807_531264,0,Control
2549,198091092_92218002001_94054,0,Control
2550,198106175_46508673788_648766,0,Control
2551,198136404_69036994116_806068,0,Control
2552,198145988_74662489536_205521,0,Control
2553,19815057_13959783169_261127,0,Control
2554,198167571_2832565836_419138,1,Control
2555,198185629_87352611621_318783,0,Control
2556,198247524_61028284533_748996,0,Control
2557,19830853_49213053288_713861,0,Control
2558,198387004_38000206593_540970,1,Control
2559,1984019_43249369874_371831,0,Control
2560,198408974_10059797985_383469,1,Control
2561,198442834_17182518722_291432,0,Control
2562,198458706_94801211203_244982,1,Control
2563,19853779_14927817240_837607,1,Control
2564,198548995_60527121893_922407,0,Control
2565,198589521_73437721990_683422,0,Control
2566,198637111_17496556740_650792,0,Control
2567,198752789_91154906841_755997,0,Control
2568,198769149_4578618404_555882,0,Control
2569,198785257_78345275645_24573,1,Control
2570,198915374_99587135025_221040,0,Control
2571,198966430_91520784678_602343,1,Control
2572,199013922_53089067719_47266,1,Control
2573,1990532_94065401597_670005,0,Control
2574,199113840_51047063951_313239,1,Control
2575,1991331_98040077440_605191,1,Control
2576,199140433_67319904629_417946,0,Control
2577,199171831_67336620638_41077,0,Control
2578,199234819_77574714907_137919,0,Control
2579,199305509_23323829447_291692,1,Control
2580,199307956_1417621463_826500,0,Control
2581,199326612_94933677925_916380,0,Control
2582,19934486_14877730490_793919,1,Control
2583,199364894_22996493587_857922,0,Control
2584,199375703_18060896725_719758,0,Control
2585,19940015_3197786491_51650,1,Control
2586,199459863_7885124021_700367,1,Control
2587,199469594_15912598805_666005,1,Control
2588,199472950_43659036175_487296,1,Control
2589,199516568_34984865982_899637,0,Control
2590,199524830_37998405579_743336,1,Control
2591,199571461_20414593976_202275,1,Control
2592,199613628_58950638201_616015,1,Control
2593,199675728_89768854756_717802,1,Control
2594,199683707_78790583378_964423,1,Control
2595,199685565_70668694640_282239,1,Control
2596,199740440_91925554226_322051,0,Control
2597,199789131_91120093288_527950,0,Control
2598,199946996_89771959986_407532,0,Control
2599,199949601_55292802741_224838,0,Control
2600,200051381_68132449041_633135,0,Control
2601,20006293_32083059756_512971,1,Control
2602,200083998_91147115643_414198,1,Control
2603,200159576_52281128461_421743,0,Control
2604,200165390_68927854445_336520,1,Control
2605,200175481_69940860380_625808,0,Control
2606,200181912_10517121248_341595,1,Control
2607,20020783_72731285523_403370,1,Control
2608,200256953_19881035574_656660,1,Control
2609,200404334_49845236863_85992,1,Control
2610,200419455_83358989285_749407,0,Control
2611,200439351_9878470095_111843,1,Control
2612,200475220_8828703992_814972,0,Control
2613,200512695_64904750479_416100,0,Control
2614,200643627_25308473468_216928,0,Control
2615,200653525_90383820572_173005,0,Control
2616,200653718_26537484093_870287,0,Control
2617,200654660_70501296705_646812,1,Control
2618,200679040_22586680299_914806,1,Control
2619,200708381_74213904546_42043,0,Control
2620,200769041_81542751806_478406,1,Control
2621,200837335_47413696726_923517,0,Control
2622,200842820_81656776251_280096,1,Control
2623,200851372_86062220047_490389,0,Control
2624,20089758_92477438833_560856,1,Control
2625,200900557_50044847909_482366,1,Control
2626,200916776_52039504635_386693,0,Control
2627,200936466_9321262271_682524,1,Control
2628,20101236_64482024367_122104,1,Control
2629,20101314_82699108391_534005,0,Control
2630,201039556_81256170376_912329,0,Control
2631,201119678_85622695116_211572,0,Control
2632,201149492_6098809231_165360,1,Control
2633,201268129_3943320382_96455,0,Control
2634,201289000_26993603033_905357,0,Control
2635,201301830_41677738993_873699,1,Control
2636,201338398_27469918527_783356,1,Control
2637,201372527_84200033686_663496,1,Control
2638,201376869_64353367330_913848,1,Control
2639,201510625_21128630757_799398,1,Control
2640,201537896_82448641788_389012,0,Control
2641,201549994_53459190132_306655,0,Control
2642,201555581_11837791489_307473,0,Control
2643,201569377_7244497074_31935,0,Control
2644,201575693_18749011312_759282,1,Control
2645,201605090_76363579370_660621,0,Control
2646,201644766_10837180011_868635,1,Control
2647,201654845_91725155820_327646,1,Control
2648,20179948_66923316010_679749,1,Control
2649,201824209_89155049097_932826,1,Control
2650,20184231_2835900479_213559,1,Control
2651,20186139_1606470331_859267,0,Control
2652,20191465_8816141007_96594,1,Control
2653,201919656_60066117161_219038,1,Control
2654,202049554_54555298593_851313,1,Control
2655,202054422_74480791451_67213,0,Control
2656,202128370_21791343218_270234,0,Control
2657,202167947_93860000566_242414,0,Control
2658,202172812_79764082060_537299,1,Control
2659,20218196_89779460132_32124,0,Control
2660,202208862_10303301322_671786,0,Control
2661,202220769_96984527671_789138,1,Control
2662,202312003_89935081540_559201,0,Control
2663,20236124_6614408651_244484,1,Control
2664,202399995_24609968862_8113,0,Control
2665,202402051_1657154220_800815,1,Control
2666,202452063_86686038092_974200,1,Control
2667,202453947_99139640926_17678,1,Control
2668,202557083_31959767037_315106,1,Control
2669,202566470_26663275846_574333,0,Control
2670,202568386_79081934753_866349,1,Control
2671,202899710_74205849586_474357,1,Control
2672,202908861_28762046130_603605,0,Control
2673,202934191_2147640174_530089,0,Control
2674,202979685_7063731301_918384,0,Control
2675,203047133_48032825404_337752,1,Control
2676,203072395_2205496499_124435,1,Control
2677,203077236_71713308069_175319,0,Control
2678,203088627_26405118544_486191,0,Control
2679,203117863_71177229300_985675,1,Control
2680,203150362_77507753878_503268,1,Control
2681,203158247_79060468905_869342,1,Control
2682,203279995_12692987613_573653,0,Control
2683,203298643_90872401674_215132,1,Control
2684,203301798_10115281003_543178,0,Control
2685,203323999_53923495889_355024,0,Control
2686,203351597_24807069986_401035,0,Control
2687,203356064_62687781972_744438,0,Control
2688,203359209_51600699526_399391,1,Control
2689,203361385_37129747144_190021,0,Control
2690,203364770_78907081714_402777,0,Control
2691,203402621_85026972509_82157,1,Control
2692,203450577_63222190476_657690,0,Control
2693,203460099_16583636284_49729,1,Control
2694,203495707_56805938176_666247,1,Control
2695,203498076_9401989336_611009,0,Control
2696,203589267_67242480217_684668,1,Control
2697,20364682_96645178109_642556,1,Control
2698,203648772_84727584214_716587,1,Control
2699,203667591_65567058474_85539,0,Control
2700,203769372_12588866490_714364,0,Control
2701,203806252_50698122688_527341,0,Control
2702,203831803_7501027335_167587,0,Control
2703,203857305_44197067888_845396,0,Control
2704,203876596_19643891351_136185,1,Control
2705,203900381_29772922230_154960,1,Control
2706,203906790_74254568413_754337,1,Control
2707,203930172_91679450483_912141,1,Control
2708,204013624_12260476753_987953,0,Control
2709,204085093_46774950812_722711,1,Control
2710,204125421_7777151669_931990,1,Control
2711,204127777_79133911465_111365,1,Control
2712,204164301_17766221239_325215,0,Control
2713,204181565_94268430666_594737,1,Control
2714,204184077_11257571234_780398,1,Control
2715,204218352_90800170271_880708,1,Control
2716,204227755_74149758595_56285,0,Control
2717,204245974_27711431129_805979,1,Control
2718,204252136_44116009625_591416,0,Control
2719,204359977_85419407368_414937,1,Control
2720,204437079_81357903158_271216,0,Control
2721,204443282_86927213190_5804,1,Control
2722,204573601_8848213443_898540,1,Control
2723,204628463_17177696293_242893,0,Control
2724,204680267_37872806442_355334,0,Control
2725,204768993_65516024324_799086,0,Control
2726,204812160_84769352271_626659,1,Control
2727,204813948_83561418164_817521,1,Control
2728,204823757_18103215393_629062,1,Control
2729,20493162_1326849529_491139,0,Control
2730,204959910_78978796891_309445,1,Control
2731,205001896_7961922976_87196,0,Control
2732,205058645_19487215431_501611,1,Control
2733,205083828_73002559089_440362,1,Control
2734,205087795_83059751981_862998,0,Control
2735,205114248_89801383750_988469,1,Control
2736,205120868_13272794864_310742,1,Control
2737,205127995_24553408888_852469,0,Control
2738,205129836_35784324915_751662,1,Control
2739,205133432_60963615651_577511,0,Control
2740,205165521_132106368_724675,1,Control
2741,205214899_7479857281_604681,0,Control
2742,20525813_40546070154_626051,0,Control
2743,205261212_15025467455_360268,0,Control
2744,205400725_20121706511_455,0,Control
2745,205413420_54752583710_26322,0,Control
2746,20542739_40494915086_947269,1,Control
2747,205449579_59890912265_390616,0,Control
2748,205457452_61813847152_673592,0,Control
2749,205533329_96043241039_604997,0,Control
2750,205574385_39309849266_203487,0,Control
2751,205600079_13152281182_49555,0,Control
2752,205618590_40355808464_915798,1,Control
2753,205656664_13097337520_77432,1,Control
2754,205659475_16966507105_997850,0,Control
2755,205662286_85205590431_384679,0,Control
2756,205693545_90288573595_399432,0,Control
2757,205709906_84656032129_146914,0,Control
2758,205751062_91023625223_489845,1,Control
2759,205762485_47794911703_575955,0,Control
2760,205823442_40840306297_121427,1,Control
2761,20587858_74529791765_577775,1,Control
2762,205915892_53631496018_117960,0,Control
2763,205931297_17641585200_996127,1,Control
2764,205939265_57197584768_424285,1,Control
2765,20594672_11766303833_72562,0,Control
2766,205972310_34656690746_96916,1,Control
2767,205972892_88324106275_759151,0,Control
2768,206012391_24166465824_98814,0,Control
2769,206116162_66937966250_613343,0,Control
2770,20611935_38968216552_8195,0,Control
2771,206146192_67133249906_382057,1,Control
2772,206209398_94604465632_979160,1,Control
2773,206274394_15893667855_692025,1,Control
2774,206327230_88048312695_330931,0,Control
2775,20633132_79113740890_800554,0,Control
2776,206336024_76289924265_170842,1,Control
2777,206406630_34307305141_533897,1,Control
2778,206425965_83093785340_962889,1,Control
2779,206429824_79394168206_108828,0,Control
2780,206490309_6814583702_506557,1,Control
2781,206491980_28557551424_719808,0,Control
2782,20649575_88361304566_567538,0,Control
2783,206563949_1828524608_913214,1,Control
2784,206670960_81587571690_963031,1,Control
2785,206704025_5524179007_71514,1,Control
2786,206755239_23265557925_582132,0,Control
2787,206808780_8538656366_339107,1,Control
2788,206825631_32461074330_910389,1,Control
2789,206864208_28662290530_105759,1,Control
2790,206882477_5230784175_886100,0,Control
2791,206989729_27422174527_738806,0,Control
2792,207229991_42638620769_718189,0,Control
2793,207242456_12446230598_65333,1,Control
2794,207253424_494735641_634122,1,Control
2795,207258489_23236998199_713885,0,Control
2796,207272283_67305034228_327686,0,Control
2797,207397345_37982565727_568710,0,Control
2798,207401960_15876050070_340786,1,Control
2799,207427597_72266105559_611582,1,Control
2800,207474598_88880502942_236605,0,Control
2801,207565210_2158417883_266835,1,Control
2802,207621693_3878420488_448510,0,Control
2803,207631727_38146036413_849535,0,Control
2804,207689217_92872563320_159680,0,Control
2805,207725252_71429904940_195047,1,Control
2806,207725829_24277112353_82921,1,Control
2807,207742138_91848430278_712312,1,Control
2808,207825393_11605715641_633293,1,Control
2809,20783128_64028299841_305028,0,Control
2810,207907198_73547133470_628759,1,Control
2811,207928595_36656130238_224737,0,Control
2812,207967515_46697546710_526830,1,Control
2813,207982865_9827187316_280798,1,Control
2814,207993502_24775947513_14172,0,Control
2815,208002652_15313764524_389552,0,Control
2816,20800539_27388234371_145304,1,Control
2817,208010914_87454420088_7556,1,Control
2818,208049358_79256611202_769091,0,Control
2819,208053651_11421789015_310943,1,Control
2820,208069763_82952096389_589369,0,Control
2821,208095756_79162263056_978340,1,Control
2822,20821876_72280129990_881832,0,Control
2823,208237446_15979588663_321079,0,Control
2824,208261982_71575007952_93784,1,Control
2825,208268992_73813983759_932813,1,Control
2826,208269637_49319113293_504926,0,Control
2827,208286176_10309072982_946130,1,Control
2828,2082993_47756173860_437219,1,Control
2829,208315103_83174151876_307527,0,Control
2830,208326468_27017029354_198282,1,Control
2831,208327099_95560450871_463409,1,Control
2832,208339978_69493092960_50228,0,Control
2833,208362401_1222034164_654092,0,Control
2834,208380042_32207269080_112570,1,Control
2835,208402555_78946099574_435366,0,Control
2836,20843077_99389488766_774579,0,Control
2837,208446269_52384021319_966804,0,Control
2838,208488934_6739638624_403982,1,Control
2839,208520988_14235384536_747882,1,Control
2840,20852549_51936330724_90519,1,Control
2841,208614358_37999559738_795006,0,Control
2842,208643428_94707693629_574988,0,Control
2843,208719411_81910233320_594635,1,Control
2844,208739236_77450121593_908857,0,Control
2845,208739360_18501562626_196534,1,Control
2846,208755505_12566369085_713283,1,Control
2847,20875845_91988710657_828688,0,Control
2848,208794724_80027878145_425996,1,Control
2849,20881498_44787627279_731108,1,Control
2850,208842350_13995276384_973631,1,Control
2851,208850319_43011587979_432487,1,Control
2852,2088997_48894729004_990486,1,Control
2853,208980262_22440463227_484436,0,Control
2854,208992800_61788188265_428996,1,Control
2855,208993322_46883922944_90170,0,Control
2856,209013496_82167753962_243985,1,Control
2857,209013840_52112479069_768483,0,Control
2858,209033575_87165263965_897374,0,Control
2859,209068309_78073303723_318379,0,Control
2860,209184218_91330523896_75768,0,Control
2861,209188930_26146368567_322433,0,Control
2862,209262354_3979756158_777822,1,Control
2863,209317138_16382826214_334757,0,Control
2864,209322017_85518958580_346612,1,Control
2865,209341976_18958946572_710276,1,Control
2866,209380762_67086650107_51328,0,Control
2867,209396359_36442816079_354981,1,Control
2868,209420692_88944607593_332487,1,Control
2869,209425371_92493642135_392545,0,Control
2870,209437108_20902732890_549108,1,Control
2871,209472043_66868891643_815746,0,Control
2872,209477915_58312615114_170652,1,Control
2873,209504701_81761371909_925673,0,Control
2874,209525552_67713366598_294389,1,Control
2875,209527055_96183274663_85697,0,Control
2876,209591474_15475412156_682100,0,Control
2877,209601975_98630879277_677256,0,Control
2878,209655585_44468022765_1037,0,Control
2879,209692687_657787229_421530,1,Control
2880,20975966_78085633275_718954,0,Control
2881,209798857_77057786264_628557,0,Control
2882,209816578_81349604910_122436,1,Control
2883,209875274_1949548206_986199,0,Control
2884,209888222_5819037936_599295,1,Control
2885,209924490_56473632525_772407,1,Control
2886,209924670_17529554097_21890,1,Control
2887,210175132_51213701598_20828,0,Control
2888,210188070_3769421795_693819,0,Control
2889,210191369_8059598120_465392,1,Control
2890,21031288_69279243790_393968,0,Control
2891,210423589_27511016667_16103,0,Control
2892,210621492_66828463850_366131,1,Control
2893,210679730_92184761380_407189,0,Control
2894,210762201_15654289299_182983,1,Control
2895,210856981_35648341604_909093,0,Control
2896,210869850_74244599368_592333,1,Control
2897,210892290_45933208017_760678,0,Control
2898,210894766_20036413205_879412,0,Control
2899,210930841_51916089059_147761,1,Control
2900,210978713_45665535285_740015,0,Control
2901,211068585_12036765916_402329,1,Control
2902,211095512_75360565241_481870,1,Control
2903,211205630_59982636512_577886,1,Control
2904,211276058_35555719899_448736,0,Control
2905,211418223_52716379099_463983,1,Control
2906,211503697_49292424791_545849,0,Control
2907,211530102_74641161542_339057,1,Control
2908,211543203_89073998260_127997,0,Control
2909,211543735_52446564872_517139,1,Control
2910,211545200_68512419656_338618,1,Control
2911,211619603_84849741101_33451,0,Control
2912,21164809_14355596651_636876,0,Control
2913,211747255_36036327916_728465,0,Control
2914,211837184_67501779857_166120,0,Control
2915,211854668_43177962583_206584,0,Control
2916,211868575_98479545688_161342,0,Control
2917,21189172_14679454636_733458,1,Control
2918,211951342_40794934140_412440,1,Control
2919,211969130_73851696944_233658,1,Control
2920,212014250_505501047_320862,1,Control
2921,212015902_18479704406_711239,1,Control
2922,2120230_49508968072_917748,1,Control
2923,212038912_73492242675_659790,0,Control
2924,212079688_18605801905_13061,0,Control
2925,212081600_26289811498_906632,0,Control
2926,212084529_99752397243_560967,0,Control
2927,212103305_65788683577_151024,1,Control
2928,212106217_64813431411_75875,1,Control
2929,212121560_14038889334_355860,1,Control
2930,212125337_78438277244_835589,0,Control
2931,212154958_37756370768_331057,0,Control
2932,212170345_13579388336_190693,1,Control
2933,212176538_81443435243_987874,1,Control
2934,212244466_8349343253_866273,0,Control
2935,212264442_15176862916_379949,0,Control
2936,212469766_57305569967_985612,0,Control
2937,212574804_52068548890_274374,0,Control
2938,212648078_68957435116_916561,0,Control
2939,212659483_36105271186_27653,1,Control
2940,212672159_11571143391_135254,1,Control
2941,212732428_55176038462_445464,0,Control
2942,212758595_27475562818_755505,0,Control
2943,212782242_60387856232_187503,1,Control
2944,212829562_82181358452_374748,1,Control
2945,21291294_58816163796_498387,0,Control
2946,212921119_17732189125_428539,1,Control
2947,212958909_87788767938_206987,0,Control
