visit_id,client_id,Variation,task_time_seconds,task_time_minutes
621488175_45426749933_512314,6103484,Control,2121.0,35.35
621589294_81191773726_319509,8538971,Test,118.0,1.9666666666666666
62172189_30117166514_71385,5025010,Test,114.0,1.9
621723974_62283061246_753455,7201063,Control,353.0,5.883333333333334
621806446_43278362171_96371,4906392,Control,527.0,8.783333333333333
621834962_9639031044_870571,72916,Test,244.0,4.066666666666666
621841498_83480276869_869712,467367,Control,817.0,13.616666666666667
621864517_17612469849_76926,9668146,Test,190.0,3.1666666666666665
62188071_62806357557_481890,8230364,Test,580.0,9.666666666666666
621958249_33800692122_205868,3618224,Test,235.0,3.9166666666666665
621960043_79572352348_398144,5031582,Test,260.0,4.333333333333333
622009728_64866620132_563843,8107974,Test,227.0,3.783333333333333
622013009_66521421648_376236,2826172,Test,337.0,5.616666666666666
62202296_1380500330_358090,4382897,Test,275.0,4.583333333333333
622068791_69257585436_685516,2677984,Test,159.0,2.65
622098254_25234615800_196316,7865060,Test,213.0,3.55
622144207_91457060391_801586,3348557,Test,362.0,6.033333333333333
622179158_30651409804_15571,4142051,Test,199.0,3.316666666666667
622306042_45188422810_589531,3131159,Control,329.0,5.483333333333333
622343261_44478403043_657485,308531,Test,128.0,2.1333333333333333
622396024_21973036352_427180,1809578,Control,779.0,12.983333333333333
622402898_8812657499_913919,3128288,Test,798.0,13.3
622405564_29501402732_459573,3135355,Test,156.0,2.6
622522240_1099022527_76190,2673789,Test,328.0,5.466666666666667
622537051_26111414896_460107,6698397,Control,317.0,5.283333333333333
622588044_71889777921_515752,8650080,Control,159.0,2.65
622723216_59310742466_135531,6997671,Test,139.0,2.316666666666667
622830955_91558448812_555137,4421378,Control,763.0,12.716666666666667
62285285_33687858436_543724,783521,Control,344.0,5.733333333333333
622857100_89605747270_81653,8616579,Test,167.0,2.783333333333333
622858302_87251592378_763578,1650516,Control,166.0,2.7666666666666666
622912402_35870555507_589329,6148387,Test,496.0,8.266666666666667
62291623_30897359775_550091,997399,Test,142.0,2.3666666666666667
622925912_99902433624_411641,2821165,Test,662.0,11.033333333333333
623010471_95811517460_588122,372139,Test,127.0,2.1166666666666667
623028706_78361748615_29568,6449098,Control,762.0,12.7
623082003_55279010144_65396,2397250,Test,643.0,10.716666666666667
623083043_94219387773_928511,8941091,Test,99.0,1.65
623083632_91845452962_841051,8108589,Control,829.0,13.816666666666666
623094268_88641516051_868390,1631553,Test,406.0,6.766666666666667
623099516_75330812556_277434,4656524,Test,379.0,6.316666666666666
623107831_86203835727_993447,3021430,Test,1475.0,24.583333333333332
623118586_14699006707_314153,2465098,Test,357.0,5.95
623125629_96609920692_656488,1116619,Test,151.0,2.5166666666666666
623141236_39723011981_612432,3242420,Test,136.0,2.2666666666666666
623161233_76903942985_214583,2652105,Control,291.0,4.85
623183719_80530470994_232007,1731766,Test,279.0,4.65
623191791_58927708459_722433,5189871,Control,242.0,4.033333333333333
623206411_87792041170_947779,9349855,Test,430.0,7.166666666666667
623224425_93545765420_552386,3941116,Control,187.0,3.1166666666666667
623229358_48911346256_244098,6072522,Control,407.0,6.783333333333333
623241485_70743300117_800280,2603992,Control,200.0,3.3333333333333335
623254055_8230388382_129610,5427223,Test,961.0,16.016666666666666
623291315_70968414770_849671,9074228,Control,319.0,5.316666666666666
623330489_34902229211_284413,6770715,Test,225.0,3.75
623338978_74930000036_305660,4616340,Test,467.0,7.783333333333333
623352084_50082488848_358312,5086559,Control,157.0,2.6166666666666667
623355172_17094573965_466528,6430198,Test,2077.0,34.61666666666667
623403354_74497892750_983003,774581,Test,446.0,7.433333333333334
62340951_36215191701_827105,9752006,Test,242.0,4.033333333333333
623416386_59050912117_495239,7118661,Control,398.0,6.633333333333334
623459181_96643638200_181387,2016479,Control,287.0,4.783333333333333
623514520_33574423404_407705,9297665,Control,830.0,13.833333333333334
623582092_97050443392_899179,2689588,Test,493.0,8.216666666666667
623607036_57324033412_470711,3873309,Test,149.0,2.4833333333333334
623638209_11786054418_554029,9331531,Control,1081.0,18.016666666666666
62368283_49199458273_251581,4464722,Test,154.0,2.566666666666667
623690849_96792275507_817619,1722795,Test,83.0,1.3833333333333333
62370804_90514622884_771403,8225520,Test,158.0,2.6333333333333333
623787922_12555936521_551890,1016217,Test,252.0,4.2
623828978_82669938354_241743,8163796,Test,259.0,4.316666666666666
623846841_98117847614_335778,6890006,Test,411.0,6.85
623878143_72093154011_804498,653767,Control,340.0,5.666666666666667
62389362_18176510932_265860,8715267,Control,360.0,6.0
623903786_90084673395_142206,1960131,Test,330.0,5.5
62393472_35797987088_361567,5476413,Control,198.0,3.3
623944063_67715635215_247884,370201,Test,1218.0,20.3
623955153_35032871095_491043,1834595,Test,376.0,6.266666666666667
624040985_99581621063_429665,9892434,Control,1027.0,17.116666666666667
624075522_45218939443_591806,1282734,Control,122.0,2.033333333333333
624082902_13044779921_900617,8038699,Test,135.0,2.25
624102162_93102096031_872179,2291551,Test,127.0,2.1166666666666667
624136704_62728649634_260935,1088213,Control,1059.0,17.65
624152356_61775459676_921180,4630942,Test,401.0,6.683333333333334
624261569_72290494436_710341,2487330,Test,458.0,7.633333333333334
624274125_75872154112_718569,9994115,Test,320.0,5.333333333333333
624436686_27874299425_501188,5542581,Test,516.0,8.6
624455994_87386716654_950064,1836,Test,309.0,5.15
624527187_420229615_810042,3401430,Control,267.0,4.45
624527585_43109649317_959395,1383318,Test,318.0,5.3
624527910_89104333464_552199,1569088,Test,612.0,10.2
62453204_4953811830_817270,7426124,Test,600.0,10.0
624585362_97094038199_661882,3132868,Test,187.0,3.1166666666666667
624638080_35568264361_836087,1466536,Test,96.0,1.6
624680630_23457724611_107469,2649382,Test,412.0,6.866666666666666
624740158_3648943291_292438,9806793,Control,879.0,14.65
624774893_38535923885_281102,2764519,Control,279.0,4.65
624838064_65605879402_523064,9670348,Test,1465.0,24.416666666666668
624885019_21388824118_252385,8538565,Control,263.0,4.383333333333334
624885461_23819465294_195388,493083,Control,316.0,5.266666666666667
624914769_4048995281_93397,9806840,Test,241.0,4.016666666666667
624935166_4287425065_688643,9659609,Control,266.0,4.433333333333334
624950586_84330685330_790898,2498134,Test,60.0,1.0
62496075_16932740899_637472,6072994,Test,84.0,1.4
625108277_8894353254_577129,235037,Test,554.0,9.233333333333333
625136072_73655898577_877890,4176656,Test,76.0,1.2666666666666666
625146212_66411010167_341088,4450104,Control,505.0,8.416666666666666
625194236_83039979728_874647,8551108,Test,138.0,2.3
625198183_70887682241_862853,2992374,Test,729.0,12.15
625292352_17391258866_380749,7321667,Test,1387.0,23.116666666666667
625337323_52358937995_98640,7830689,Control,154.0,2.566666666666667
625348544_10629521203_245983,8520650,Control,449.0,7.483333333333333
625375589_75585634587_212639,7746054,Control,146.0,2.433333333333333
62539239_55296982650_865365,5791603,Control,853.0,14.216666666666667
625414749_74571752382_871150,8207575,Control,107.0,1.7833333333333334
625420463_11674984712_116610,1613086,Test,278.0,4.633333333333334
62542553_64220714283_541306,5514240,Test,78.0,1.3
625477774_29216291581_726648,9967298,Test,390.0,6.5
625510984_34362756503_551757,1752337,Test,149.0,2.4833333333333334
625526408_59363300402_264882,3346530,Control,409.0,6.816666666666666
625542090_43038169032_458367,4306390,Test,565.0,9.416666666666666
62556390_75231356984_671897,614896,Control,184.0,3.066666666666667
625595238_45227394902_806912,9301632,Control,259.0,4.316666666666666
625633884_27163834330_19534,5103176,Control,166.0,2.7666666666666666
625637002_75283601501_706026,5260443,Test,1297.0,21.616666666666667
625644027_36990842180_732397,2049570,Control,222.0,3.7
625677432_95268033571_382383,5678409,Control,420.0,7.0
625678223_77901502710_107755,1026120,Control,292.0,4.866666666666666
625691365_94820521449_183214,66160,Test,143.0,2.3833333333333333
625713840_12621482585_298687,8326177,Control,365.0,6.083333333333333
625733965_3430020161_40260,828790,Test,494.0,8.233333333333333
625736774_97630099533_617511,3868179,Test,133.0,2.216666666666667
625749936_9235137495_471481,9100473,Test,293.0,4.883333333333334
62582044_28906538181_109156,4930919,Test,384.0,6.4
62582405_7308612108_432869,2809621,Control,330.0,5.5
625838738_14473461058_523680,1597194,Test,121.0,2.0166666666666666
625879360_89591407773_542527,7260378,Test,139.0,2.316666666666667
626065517_70826320639_213257,7191334,Test,101.0,1.6833333333333333
626206923_63301543540_559,2718368,Control,186.0,3.1
626218277_77879293611_473171,3719522,Test,229.0,3.816666666666667
62629631_63126734454_297340,736578,Control,119.0,1.9833333333333334
626304567_84643661365_246001,6146263,Test,259.0,4.316666666666666
626432830_24410793623_247407,9906489,Test,142.0,2.3666666666666667
626442904_9027765864_674678,8257908,Test,873.0,14.55
626493487_48080874413_348206,2232369,Test,176.0,2.933333333333333
626568093_10245867951_995093,1899577,Control,101.0,1.6833333333333333
626595635_90920221877_278404,9560313,Control,259.0,4.316666666666666
626620374_3610024029_593483,3084733,Control,141.0,2.35
626651360_39153296564_422478,4539061,Control,438.0,7.3
626687764_13764525582_613481,2196035,Test,620.0,10.333333333333334
626768704_78265473115_732016,7599880,Control,125.0,2.0833333333333335
626845416_98781316287_9947,4429332,Test,166.0,2.7666666666666666
626874793_83105251264_140674,1986539,Control,103.0,1.7166666666666666
626897127_86298227844_370969,2481278,Test,151.0,2.5166666666666666
62697687_98700297882_509169,315324,Test,320.0,5.333333333333333
627026673_43582334224_181466,9192936,Test,212.0,3.533333333333333
627075121_39833497308_588921,1200335,Control,293.0,4.883333333333334
627082907_72220235674_67152,7669299,Test,316.0,5.266666666666667
627132075_97034318322_449497,886924,Test,125.0,2.0833333333333335
627145810_55567536059_371161,452274,Control,102.0,1.7
627168036_99393023624_65967,8764276,Control,464.0,7.733333333333333
627178232_43566461298_723035,1682543,Control,273.0,4.55
627194965_87933966536_168949,2388317,Test,103.0,1.7166666666666666
627207386_9204799483_709007,6780449,Control,238.0,3.966666666666667
627232482_72933323075_680512,193457,Test,214.0,3.566666666666667
627236044_56216997382_717669,9919802,Test,1852.0,30.866666666666667
627244484_44093494007_881328,6338026,Test,293.0,4.883333333333334
627250974_83622701616_512842,3211203,Control,390.0,6.5
627273797_10664780481_268715,2821306,Test,238.0,3.966666666666667
627300181_13480828966_601990,7571855,Control,210.0,3.5
627329578_876483549_61485,8341255,Control,208.0,3.466666666666667
627383415_20511030655_955892,3077737,Test,1386.0,23.1
627402728_39640150482_579480,7216282,Test,138.0,2.3
627408208_15748384633_489590,5082856,Test,99.0,1.65
627428187_64808860145_647276,4183199,Test,146.0,2.433333333333333
627450938_27960190646_696881,2093449,Test,446.0,7.433333333333334
627456668_1118707106_400443,4434930,Control,264.0,4.4
62748803_79852623630_86997,2152611,Control,329.0,5.483333333333333
627495575_57006144885_833101,3406058,Control,288.0,4.8
627526573_33431944615_322788,9347703,Test,190.0,3.1666666666666665
627527097_26171228736_203275,7295860,Test,216.0,3.6
627536238_6235648269_171180,7486083,Test,219.0,3.65
627569854_24645385277_999898,8831778,Test,1411.0,23.516666666666666
627673562_43338031562_490123,6404613,Control,244.0,4.066666666666666
627693489_6190555702_883136,8253877,Test,342.0,5.7
627740976_13954482237_737597,1565761,Test,767.0,12.783333333333333
627805007_77850482638_645820,1811650,Control,195.0,3.25
627865558_12294989268_725916,1390367,Control,214.0,3.566666666666667
627915759_2970190964_218103,9295772,Test,416.0,6.933333333333334
627956242_53495013193_7440,539094,Control,252.0,4.2
628053257_91786761802_151401,6030394,Control,544.0,9.066666666666666
628101908_42590496383_607269,7333123,Control,400.0,6.666666666666667
628156449_842405801_832152,4793150,Control,497.0,8.283333333333333
628280258_38814814458_621986,2860895,Test,140.0,2.3333333333333335
62856614_76483047945_607583,3443904,Control,122.0,2.033333333333333
628594244_27192092683_639479,5756901,Test,195.0,3.25
628653104_91402402542_41110,1424028,Test,270.0,4.5
628674841_91625289322_540441,4044372,Test,328.0,5.466666666666667
628748606_18872546547_518181,8889682,Control,322.0,5.366666666666666
628857838_47720579447_22911,9047167,Test,156.0,2.6
628868941_71475014198_695019,7431082,Test,1187.0,19.783333333333335
62892067_63470314499_981846,2982738,Control,655.0,10.916666666666666
628939295_79701878282_318154,3651919,Test,110.0,1.8333333333333333
628947328_26984665354_483159,8669449,Test,614.0,10.233333333333333
62901866_65974949166_71544,5899788,Test,154.0,2.566666666666667
629046822_60061915821_467241,2738233,Test,251.0,4.183333333333334
629089721_7061239248_419815,2735156,Test,237.0,3.95
629093728_99272762916_657625,5637695,Test,285.0,4.75
629134758_83525990996_367082,4791137,Test,108.0,1.8
629146119_45965527216_613909,2254930,Test,199.0,3.316666666666667
629171454_28479486350_401238,3475892,Test,176.0,2.933333333333333
629181318_31330495099_374752,6640815,Control,398.0,6.633333333333334
629208900_57830364540_668324,4869842,Test,686.0,11.433333333333334
629218493_7965850416_543947,6381407,Test,97.0,1.6166666666666667
629226113_29933044250_814447,3002288,Control,119.0,1.9833333333333334
629234919_60265058246_214828,8642673,Control,164.0,2.7333333333333334
629236509_66269748162_404213,9597985,Test,445.0,7.416666666666667
629301759_9674542731_559186,4005162,Test,183.0,3.05
629381462_5232392954_353928,7958380,Test,1087.0,18.116666666666667
629405528_20476922499_15087,3558058,Test,195.0,3.25
629408087_75603148311_647332,1118542,Control,200.0,3.3333333333333335
629430158_86763027560_476816,8901859,Control,285.0,4.75
629470270_31139598170_72370,7752766,Control,173.0,2.8833333333333333
629617727_41507049688_123351,5345959,Test,214.0,3.566666666666667
629654878_88031710648_622259,545824,Control,795.0,13.25
629693447_39165965734_252458,1906072,Control,209.0,3.4833333333333334
629701522_99400219157_566044,3342284,Test,91.0,1.5166666666666666
629711489_95538948174_673339,5973424,Control,836.0,13.933333333333334
629790503_34675905755_345420,8191449,Control,224.0,3.7333333333333334
629799836_94246381888_156024,149108,Test,161.0,2.683333333333333
629809007_77743213890_10268,363128,Test,196.0,3.2666666666666666
629850035_74444617648_52692,146579,Test,299.0,4.983333333333333
63010228_82890005343_432800,4823673,Test,73.0,1.2166666666666666
630114008_42847614442_931732,6136374,Control,156.0,2.6
63012984_3039204387_14908,9779317,Control,456.0,7.6
630251141_21659825113_730393,4778491,Test,252.0,4.2
630273475_89475645585_269005,5851508,Test,140.0,2.3333333333333335
630310557_34090733037_550038,2561603,Control,831.0,13.85
630354893_76266820882_787869,3044203,Control,184.0,3.066666666666667
630466383_92709573585_313835,5250051,Control,833.0,13.883333333333333
630477236_28984145031_128387,8470441,Control,363.0,6.05
630488990_51972274957_812169,8655499,Control,198.0,3.3
630560484_66667067122_898505,2683336,Control,273.0,4.55
630581460_51436219909_955852,5730041,Control,429.0,7.15
630642023_22080727256_944497,3975369,Test,229.0,3.816666666666667
630659774_4528213793_328800,2406154,Test,441.0,7.35
630662990_56714223559_804035,5835614,Control,363.0,6.05
630668737_13064353922_742232,9107346,Test,321.0,5.35
630705373_8797628260_540157,2735247,Control,218.0,3.6333333333333333
630736681_12369470542_371982,5109973,Control,223.0,3.716666666666667
63081664_5737784165_42797,8722168,Control,122.0,2.033333333333333
630825236_6249516049_639048,5458119,Control,858.0,14.3
630833195_12560187101_817561,4777945,Control,99.0,1.65
630848072_38409658219_172034,9293672,Test,167.0,2.783333333333333
630865808_49121469417_602859,6759841,Test,3451.0,57.516666666666666
630886030_85394254838_489810,9444789,Control,107.0,1.7833333333333334
630912056_3103123785_33986,2616524,Test,271.0,4.516666666666667
630913486_37203847715_281666,1605977,Test,470.0,7.833333333333333
63091426_65876610995_692996,616089,Test,2383.0,39.71666666666667
630983924_13309319796_788965,4292987,Control,786.0,13.1
631000869_16436171006_355705,8853899,Test,1548.0,25.8
631060913_90525000904_8498,1662843,Control,89.0,1.4833333333333334
631066630_9110674092_2974,4777891,Test,212.0,3.533333333333333
631074300_62423758507_484236,3919386,Test,507.0,8.45
631164189_11009184973_148415,6192754,Test,361.0,6.016666666666667
631183603_81995937149_824643,8848698,Test,251.0,4.183333333333334
631230252_30996074706_282925,4333852,Test,343.0,5.716666666666667
631295577_964258283_662254,8761045,Test,86.0,1.4333333333333333
631396440_41322168115_361106,9340301,Control,366.0,6.1
631457369_66825257016_914612,6261268,Test,669.0,11.15
631567650_11802100609_181938,2280450,Control,320.0,5.333333333333333
631625059_11148882583_320477,7242210,Test,137.0,2.283333333333333
63167535_85439978212_345027,8328439,Control,367.0,6.116666666666666
631702268_80531303493_323795,6257603,Control,282.0,4.7
631748365_76243458350_975204,3342092,Test,151.0,2.5166666666666666
631793705_1776831786_719288,9727959,Control,500.0,8.333333333333334
6318480_48990255253_502796,6800831,Control,399.0,6.65
631897990_79550925790_64343,3861475,Control,99.0,1.65
631905118_11925878232_52893,5291323,Control,387.0,6.45
631953785_21719866418_478440,7238205,Control,837.0,13.95
632017772_83261095731_913844,6154532,Control,284.0,4.733333333333333
632018438_36460302618_767561,329062,Test,421.0,7.016666666666667
632037948_93079369150_269366,8448636,Control,851.0,14.183333333333334
632124024_9991552614_380135,9519220,Control,802.0,13.366666666666667
632140358_28066911601_86452,5948416,Test,161.0,2.683333333333333
632167535_80326519722_840821,5584469,Test,123.0,2.05
632187918_22053960945_467627,5279217,Control,352.0,5.866666666666666
632232001_39913703009_581876,1015298,Test,105.0,1.75
632315530_18932474155_993101,7660275,Test,65.0,1.0833333333333333
632327087_34053470817_332286,598508,Control,314.0,5.233333333333333
632346336_46957751629_505440,7994903,Test,1103.0,18.383333333333333
632356080_74409044311_622388,5152356,Control,216.0,3.6
632361680_60981680673_502015,2025451,Test,97.0,1.6166666666666667
632387674_71767439616_482389,6560734,Test,108.0,1.8
63239010_55491721194_22555,281095,Test,944.0,15.733333333333333
63246417_18675630065_445770,8125661,Test,132.0,2.2
632523328_56145550746_384689,1584456,Test,1446.0,24.1
632537840_96878934883_384246,8614947,Control,498.0,8.3
632575396_8164955160_417853,5726238,Test,316.0,5.266666666666667
632602181_45050630748_637183,6822709,Test,357.0,5.95
632627979_6524412953_853772,1930761,Test,363.0,6.05
632654795_54339889927_753945,430101,Test,140.0,2.3333333333333335
632767233_49592633602_531660,4919703,Test,294.0,4.9
632853160_49933093193_635550,5231347,Test,253.0,4.216666666666667
632903329_50635907787_72694,6520360,Test,139.0,2.316666666666667
633031348_78286352364_785426,8956495,Control,2214.0,36.9
633044643_67532213384_703520,2378341,Control,240.0,4.0
633056667_68236452191_896355,4502846,Control,389.0,6.483333333333333
633094842_85989779876_841994,4593779,Test,592.0,9.866666666666667
633173479_49283803092_915561,8108273,Control,398.0,6.633333333333334
63317972_8102795420_683099,8852160,Test,97.0,1.6166666666666667
633324352_88636828646_278591,391209,Test,333.0,5.55
633327690_21303224545_950653,787861,Test,236.0,3.933333333333333
633343938_84717591402_852438,1222028,Test,99.0,1.65
633352332_83354109403_752192,9276193,Control,403.0,6.716666666666667
63336037_6499788974_33299,4604763,Test,268.0,4.466666666666667
633370571_27718655716_743847,1753961,Test,195.0,3.25
633396079_87155450538_103909,1497256,Control,397.0,6.616666666666666
633398280_84184000737_478763,5407531,Control,196.0,3.2666666666666666
633438186_89697209912_490639,4570643,Control,185.0,3.0833333333333335
633452480_26166279894_998705,2287580,Control,315.0,5.25
633480840_45762512224_715108,3940254,Control,358.0,5.966666666666667
633496005_28348556358_696673,5268166,Test,305.0,5.083333333333333
633510639_23629572990_452004,4625653,Control,675.0,11.25
633513164_75457799759_665616,8457927,Test,99.0,1.65
633546407_35659920337_700953,2979075,Control,995.0,16.583333333333332
633592586_25868864179_324896,8286131,Control,249.0,4.15
633724001_48178854890_944141,8269518,Test,260.0,4.333333333333333
63376727_56220831747_388143,6763636,Control,196.0,3.2666666666666666
63381211_80729254232_689989,3478114,Test,371.0,6.183333333333334
633865250_42885729125_776314,5665576,Test,138.0,2.3
633866975_7207410361_535883,3277329,Test,225.0,3.75
63388240_98258632875_126585,4834313,Control,440.0,7.333333333333333
633893868_22800511485_325917,351247,Test,140.0,2.3333333333333335
633941786_35715990080_52619,6495151,Test,293.0,4.883333333333334
63397551_42246779733_368012,9969431,Test,625.0,10.416666666666666
633996387_27590650563_789506,656489,Test,405.0,6.75
634028457_60065771726_720280,5493415,Control,232.0,3.8666666666666667
63403605_82916925419_755722,3425254,Control,1002.0,16.7
634070161_16991133832_748314,8930597,Control,134.0,2.2333333333333334
634083847_32795826518_253544,9457052,Test,853.0,14.216666666666667
634125486_18059156516_326636,7851852,Test,292.0,4.866666666666666
634143627_47990226512_135494,6293390,Control,763.0,12.716666666666667
634207924_74362640102_905594,5881097,Test,339.0,5.65
634230909_32850975006_530292,3717237,Control,142.0,2.3666666666666667
634236324_81279573915_227508,3138887,Control,640.0,10.666666666666666
63424100_94303352530_319114,9026435,Control,638.0,10.633333333333333
634254427_13944193981_180802,5326567,Test,457.0,7.616666666666666
634262271_58129240978_114069,8469485,Test,143.0,2.3833333333333333
634272204_67449147933_768474,991383,Test,103.0,1.7166666666666666
634292705_43090883084_695186,3115710,Control,2182.0,36.36666666666667
634333701_36870833305_837079,2669712,Control,269.0,4.483333333333333
634349804_60667297095_452502,7841104,Control,594.0,9.9
634406755_41831387704_264643,7491100,Test,478.0,7.966666666666667
63443600_91052083173_312064,9874982,Test,445.0,7.416666666666667
634454533_69990368077_732991,5694090,Test,492.0,8.2
63445876_55723521420_826568,2053183,Control,248.0,4.133333333333334
634489526_72646463029_771041,1919322,Test,269.0,4.483333333333333
634489957_54088226478_916162,7809216,Control,179.0,2.9833333333333334
63454399_24805301857_989839,5744987,Test,436.0,7.266666666666667
634597949_99425381745_209862,9575330,Test,1327.0,22.116666666666667
634620626_30440939534_121372,4018966,Control,85.0,1.4166666666666667
634655644_58809261107_255287,3083585,Test,557.0,9.283333333333333
634721743_88484014303_856857,8694329,Control,500.0,8.333333333333334
634776049_93611649908_139135,4744435,Control,321.0,5.35
634781151_69336897069_544769,2174418,Control,618.0,10.3
634784358_53577267742_230992,2281740,Test,609.0,10.15
634825267_96618810067_386289,2307211,Control,108.0,1.8
634846701_72392079932_262474,4526665,Test,413.0,6.883333333333334
634888284_45220432153_272628,1536089,Control,864.0,14.4
634955079_8155269719_394216,9793791,Test,89.0,1.4833333333333334
634962641_54582672848_439263,7050904,Test,458.0,7.633333333333334
634975158_30628305028_869223,608170,Test,165.0,2.75
635003337_2489137010_623084,960482,Test,102.0,1.7
635009631_9983026060_588982,1774938,Test,733.0,12.216666666666667
635054897_47941311165_267198,9653620,Control,319.0,5.316666666666666
635083068_46308639533_162673,1095432,Test,307.0,5.116666666666666
635094681_16766875865_511334,303497,Test,202.0,3.3666666666666667
635100021_20674558339_91641,305251,Test,143.0,2.3833333333333333
635115113_82973806993_43572,5807085,Test,96.0,1.6
635126448_12054217335_233709,7623794,Test,195.0,3.25
635204813_70464842041_368730,1120647,Test,118.0,1.9666666666666666
635296961_9845538646_590612,1760254,Test,413.0,6.883333333333334
635357940_88575019204_666837,6774181,Test,158.0,2.6333333333333333
635417636_87906853598_343034,5317123,Control,225.0,3.75
635437175_38394780285_816525,1643971,Control,1698.0,28.3
635477730_84471539405_709147,9724943,Test,291.0,4.85
635561007_1233408482_650803,1087085,Control,394.0,6.566666666666666
635572138_89338453256_456419,3943115,Test,590.0,9.833333333333334
635594015_87365188983_838616,7434743,Control,166.0,2.7666666666666666
635614952_39952039506_792602,9314424,Control,215.0,3.5833333333333335
635628147_6087847480_552357,1768907,Control,161.0,2.683333333333333
635661086_76441800258_863812,2029683,Test,112.0,1.8666666666666667
635742531_81147442060_177547,9194809,Control,455.0,7.583333333333333
635772327_32870683847_623002,2070184,Control,318.0,5.3
635820233_50857192324_833997,4676997,Control,69.0,1.15
635821466_43275341686_452330,1170325,Test,114.0,1.9
63589450_78396506839_878575,1575136,Test,127.0,2.1166666666666667
635910261_64941024794_32291,6885898,Test,156.0,2.6
635941800_18350477087_905909,4664662,Test,186.0,3.1
635945190_10353345488_598671,4946486,Control,150.0,2.5
635962866_2701446567_53327,1128575,Test,543.0,9.05
635964456_63454870098_107352,7592023,Control,107.0,1.7833333333333334
636050683_20749245969_830547,6564761,Test,465.0,7.75
63614829_38794131756_965731,8822727,Test,136.0,2.2666666666666666
636254709_62633750192_92307,7508773,Test,186.0,3.1
636269487_32545295983_885171,1006084,Control,74.0,1.2333333333333334
636300950_99819354200_806457,7285230,Control,897.0,14.95
63631807_74996035258_448589,2773719,Control,172.0,2.8666666666666667
636356196_77678336414_439996,3992853,Test,194.0,3.2333333333333334
636372695_69964526675_465845,6034462,Control,1413.0,23.55
636423459_54049804589_937540,5135348,Test,261.0,4.35
636448388_69837926274_946352,8178255,Test,157.0,2.6166666666666667
636456946_61824395276_199153,9514335,Test,664.0,11.066666666666666
636457841_27271823596_465187,9148510,Control,215.0,3.5833333333333335
63653443_33817872780_833238,4296854,Control,233.0,3.8833333333333333
636537402_59653869291_370182,5667617,Test,203.0,3.3833333333333333
636542576_4816804851_258396,6198147,Test,137.0,2.283333333333333
636566390_88471073830_90596,8238260,Test,413.0,6.883333333333334
636603027_75765955501_584346,9535940,Test,250.0,4.166666666666667
636627378_84871102690_572543,1731978,Test,222.0,3.7
636653235_26429231931_198133,7154165,Test,216.0,3.6
636676438_25465761025_592821,1562376,Test,296.0,4.933333333333334
636708595_98191506944_866109,3935621,Control,328.0,5.466666666666667
636753779_35284438057_103846,1289831,Test,697.0,11.616666666666667
636780193_21801290478_875566,6702142,Test,433.0,7.216666666666667
636804517_6221644987_172369,4627868,Control,287.0,4.783333333333333
636844041_11857158905_71676,2831452,Control,474.0,7.9
636849982_58615731044_995715,7585238,Control,430.0,7.166666666666667
636877346_28723097697_236181,1231025,Control,1023.0,17.05
636915002_59101045905_761274,4916541,Test,280.0,4.666666666666667
636920695_12415551714_920283,6404304,Test,5641.0,94.01666666666667
636925491_78080125911_963200,9207565,Test,175.0,2.9166666666666665
637014200_60504997643_335724,199386,Test,1880.0,31.333333333333332
637050876_86839791003_630362,3727435,Control,286.0,4.766666666666667
637059154_4559162061_594279,7028451,Test,238.0,3.966666666666667
637149525_38041617439_716659,555,Test,158.0,2.6333333333333333
637202733_77357376870_397443,8236848,Control,65.0,1.0833333333333333
637306807_25695832450_984372,7719952,Control,395.0,6.583333333333333
63731733_92406428153_672890,7186557,Control,217.0,3.6166666666666667
637339735_36883868842_510001,2446022,Control,152.0,2.533333333333333
637397059_92242729449_293144,3683394,Control,406.0,6.766666666666667
637408863_69121353595_276141,7762392,Test,171.0,2.85
63743228_69955556699_606511,9666293,Control,133.0,2.216666666666667
63756348_53499741394_536418,4287977,Test,72.0,1.2
637618314_75511169609_38041,3080031,Test,193.0,3.216666666666667
637635831_66991384312_538880,2439811,Test,624.0,10.4
637657111_23634730871_462742,7085748,Test,122.0,2.033333333333333
637670097_71554321991_811769,2717799,Control,265.0,4.416666666666667
63782990_85472891628_583279,9642091,Test,99.0,1.65
637945506_73573076826_441345,1770552,Control,322.0,5.366666666666666
638012009_91967276776_107361,1431817,Control,175.0,2.9166666666666665
638015277_69080953852_289481,254491,Control,502.0,8.366666666666667
638151466_62276702416_947992,6493949,Control,188.0,3.1333333333333333
638251941_69836596030_190935,9916722,Test,823.0,13.716666666666667
638258694_46913864846_672875,2009543,Test,267.0,4.45
638269132_58775604761_192963,8631773,Control,908.0,15.133333333333333
638324660_70235589847_871811,7679903,Control,321.0,5.35
638372139_84982017470_51574,5942186,Test,281.0,4.683333333333334
638374118_476855918_246969,8422670,Control,230.0,3.8333333333333335
638435956_65062971640_347240,732082,Test,1583.0,26.383333333333333
638489108_33554714796_716255,7421398,Control,252.0,4.2
638495880_71001903336_344085,1202622,Control,233.0,3.8833333333333333
638544702_77373552014_572090,38551,Test,229.0,3.816666666666667
638627963_86991073066_728145,9386056,Test,299.0,4.983333333333333
638705202_74918351863_713523,4017297,Control,467.0,7.783333333333333
638713833_35415515591_384268,549182,Control,199.0,3.316666666666667
